,Unit_ID,Entry,Study,Expt,Ygen,Yspec,Smax,Y.treatment,T.mean,T.sd,T.N,C.mean,C.sd,C.N,X,col,scale,Sys1,pr.st
130,130,299,59,114,SST,g aboveground plant biomass m-2,16,Y9,450.087,201.769,15,438.023,87.325,12,0.4375,darkgreen,1.016365086,T,-1.213800049
103,103,274,59,113,SST,g aboveground plant biomass m-2,16,Y9,392.51,225.534,15,381.283,151.547,12,0.4375,darkgreen,1.007550018,T,-1.213800049
106,106,275,59,113,SST,g aboveground plant biomass m-2,16,Y9,335.457,103.649,15,320.7,95.138,12,0.4375,darkgreen,1.020056424,T,-1.213800049
105,105,275,59,113,SST,g aboveground plant biomass m-2,16,Y4,337.353,151.773,15,320.7,95.138,12,0.75,darkgreen,1.013045179,T,0.243458546
174,174,346,59,116,SST,g aboveground plant biomass m-2,16,Y4,492.565,178.666,15,468.125,94.533,12,0.75,darkgreen,1.022629391,T,0.243458546
193,193,352,59,116,SST,g aboveground plant biomass m-2,16,Y9,347.661,222.737,15,329.968,135.326,12,0.4375,darkgreen,1.006353907,T,-1.213800049
133,133,300,59,114,SST,g aboveground plant biomass m-2,16,Y9,335.147,122.711,15,313.508,73.712,12,0.4375,darkgreen,1.020289706,T,-1.213800049
195,195,353,59,116,SST,g aboveground plant biomass m-2,16,Y4,467.12,258.142,15,434.423,102.022,12,0.75,darkgreen,1.010816652,T,0.243458546
169,169,328,59,115,SST,g aboveground plant biomass m-2,16,Y9,397.88,296.854,15,365.946,145.705,12,0.4375,darkgreen,1.005149228,T,-1.213800049
192,192,352,59,116,SST,g aboveground plant biomass m-2,16,Y4,371.069,127.892,15,329.968,135.326,12,0.75,darkgreen,1.012364514,T,0.243458546
186,186,350,59,116,SST,g aboveground plant biomass m-2,16,Y4,309.405,172.389,15,260.277,154.245,12,0.75,darkgreen,1.005189306,T,0.243458546
159,159,325,59,115,SST,g aboveground plant biomass m-2,16,Y4,296.529,114.072,15,231.457,74.619,12,0.75,darkgreen,1.014717935,T,0.243458546
190,190,351,59,116,SST,g aboveground plant biomass m-2,16,Y9,297.988,167.723,15,224.342,95.505,12,0.4375,darkgreen,1.007319421,T,-1.213800049
188,188,351,59,116,SST,g aboveground plant biomass m-2,16,Y1,346.541,499.565,32,224.342,95.505,12,0.9375,darkgreen,1.00307869,T,1.117813703
165,165,327,59,115,SST,g aboveground plant biomass m-2,16,Y4,482.579,511.707,15,298.425,159.091,12,0.75,darkgreen,1.002417845,T,0.243458546
189,189,351,59,116,SST,g aboveground plant biomass m-2,16,Y4,423.607,275.547,15,224.342,95.505,12,0.75,darkgreen,1.006051741,T,0.243458546
197,197,378,63,122,SST,g aboveground plant biomass m-2,7,Y1,116.056,16.778,10,185.167,24.25,12,0.857142857,darkgreen,1.07930121,T,0.743090064
198,198,379,63,123,SST,g aboveground plant biomass m-2,7,Y1,208.278,16.778,10,260.556,12.7,12,0.857142857,darkgreen,1.330878106,T,0.743090064
275,275,414,65,131,SST,g aboveground plant biomass m-2,12,Y1,112.308,92.209,24,471.584,344.055,4,0.916666667,darkgreen,1.0013144,T,1.020663132
272,272,413,65,131,SST,g aboveground plant biomass m-2,12,Y2,145.537,114.961,12,553.06,191.743,4,0.833333333,darkgreen,1.002993186,T,0.632060837
239,239,401,65,128,SST,g aboveground plant biomass m-2,14,Y1,18.459,26.303,25,69.359,35.692,4,0.928571429,darkgreen,1.001476619,T,1.076177746
287,287,418,65,132,SST,g aboveground plant biomass m-2,32,Y1,226.01,108.894,20,784.58,119.818,4,0.96875,darkgreen,1.015664046,T,1.263539563
235,235,400,65,128,SST,g aboveground plant biomass m-2,14,Y1,125.384,73.576,25,418.637,183.809,4,0.928571429,darkgreen,1.004101204,T,1.076177746
231,231,399,65,128,SST,g aboveground plant biomass m-2,14,Y1,165.826,91.914,25,547.334,117.613,4,0.928571429,darkgreen,1.011346362,T,1.076177746
236,236,400,65,128,SST,g aboveground plant biomass m-2,14,Y2,151.855,68.067,7,418.637,183.809,4,0.857142857,darkgreen,1.003222168,T,0.743090064
271,271,413,65,131,SST,g aboveground plant biomass m-2,12,Y1,207.467,252.945,24,553.06,191.743,4,0.916666667,darkgreen,1.00262365,T,1.020663132
207,207,388,65,125,SST,g aboveground plant biomass m-2,16,Y1,394.638,172.635,20,1051.758,207.585,6,0.9375,darkgreen,1.017043596,T,1.117813703
288,288,418,65,132,SST,g aboveground plant biomass m-2,32,Y2,295.258,189.158,14,784.58,119.818,4,0.9375,darkgreen,1.007556384,T,1.117813703
283,283,417,65,132,SST,g aboveground plant biomass m-2,32,Y1,340.76,280.412,20,868.088,191.757,4,0.96875,darkgreen,1.005665422,T,1.263539563
203,203,387,65,125,SST,g aboveground plant biomass m-2,16,Y1,508.85,313.313,20,1257.375,243.865,6,0.9375,darkgreen,1.01069644,T,1.117813703
276,276,414,65,131,SST,g aboveground plant biomass m-2,12,Y2,195.851,186.456,12,471.584,344.055,4,0.833333333,darkgreen,1.000918424,T,0.632060837
232,232,399,65,128,SST,g aboveground plant biomass m-2,14,Y2,247.455,107.024,7,547.334,117.613,4,0.857142857,darkgreen,1.006905812,T,0.743090064
233,233,399,65,128,SST,g aboveground plant biomass m-2,14,Y4,251.875,88.183,9,547.334,117.613,4,0.714285714,darkgreen,1.010723943,T,0.076914705
208,208,388,65,125,SST,g aboveground plant biomass m-2,16,Y2,500.396,311.066,14,1051.758,207.585,6,0.875,darkgreen,1.007802802,T,0.826361984
284,284,417,65,132,SST,g aboveground plant biomass m-2,32,Y2,426.333,317.355,14,868.088,191.757,4,0.9375,darkgreen,1.004992342,T,1.117813703
247,247,405,65,129,SST,g aboveground plant biomass m-2,12,Y1,381.383,252.812,24,738.002,59.034,4,0.916666667,darkgreen,1.013666978,T,1.020663132
204,204,387,65,125,SST,g aboveground plant biomass m-2,16,Y2,667.404,358.713,14,1257.375,243.865,6,0.875,darkgreen,1.01000259,T,0.826361984
267,267,412,65,131,SST,g aboveground plant biomass m-2,12,Y1,41.544,144.559,24,77.38,36.91,4,0.916666667,darkgreen,1.000073147,T,1.020663132
209,209,388,65,125,SST,g aboveground plant biomass m-2,16,Y4,566.605,205.646,10,1051.758,207.585,6,0.75,darkgreen,1.013841293,T,0.243458546
205,205,387,65,125,SST,g aboveground plant biomass m-2,16,Y4,682.153,384.79,10,1257.375,243.865,6,0.75,darkgreen,1.006940041,T,0.243458546
273,273,413,65,131,SST,g aboveground plant biomass m-2,12,Y4,301.135,268.305,12,553.06,191.743,4,0.666666667,darkgreen,1.00248992,T,-0.145143744
263,263,409,65,130,SST,g aboveground plant biomass m-2,11,Y1,307.088,192.129,22,559.209,169.98,10,0.909090909,darkgreen,1.009953027,T,0.985335649
274,274,413,65,131,SST,g aboveground plant biomass m-2,12,Y8,312.962,81.267,6,553.06,191.743,4,0.333333333,darkgreen,1.006369199,T,-1.699552916
251,251,406,65,129,SST,g aboveground plant biomass m-2,12,Y1,588.083,232.584,24,1031.775,90.651,4,0.916666667,darkgreen,1.032789651,T,1.020663132
243,243,404,65,129,SST,g aboveground plant biomass m-2,12,Y1,53.198,144.515,24,92.74,36.874,4,0.916666667,darkgreen,1.00038192,T,1.020663132
223,223,396,65,127,SST,g aboveground plant biomass m-2,8,Y1,383.481,296.823,20,663.717,186.565,10,0.875,darkgreen,1.006985054,T,0.826361984
289,289,418,65,132,SST,g aboveground plant biomass m-2,32,Y4,459.898,149.09,16,784.58,119.818,4,0.875,darkgreen,1.02220312,T,0.826361984
234,234,399,65,128,SST,g aboveground plant biomass m-2,14,Y8,322.456,73.513,4,547.334,117.613,4,0.428571429,darkgreen,1.011008345,T,-1.255436007
238,238,400,65,128,SST,g aboveground plant biomass m-2,14,Y8,248.916,73.531,4,418.637,183.809,4,0.428571429,darkgreen,1.00358107,T,-1.255436007
248,248,405,65,129,SST,g aboveground plant biomass m-2,12,Y2,455.859,151.558,10,738.002,59.034,4,0.833333333,darkgreen,1.021748457,T,0.632060837
252,252,406,65,129,SST,g aboveground plant biomass m-2,12,Y2,650.66,95.072,10,1031.775,90.651,4,0.833333333,darkgreen,1.068600854,T,0.632060837
277,277,414,65,131,SST,g aboveground plant biomass m-2,12,Y4,298.441,237.389,12,471.584,344.055,4,0.666666667,darkgreen,1.001083518,T,-0.145143744
227,227,397,65,127,SST,g aboveground plant biomass m-2,8,Y1,678.41,336.176,20,1065.524,168.359,10,0.875,darkgreen,1.018564624,T,0.826361984
286,286,417,65,132,SST,g aboveground plant biomass m-2,32,Y8,564.255,361.496,10,868.088,191.757,4,0.75,darkgreen,1.004843174,T,0.243458546
206,206,387,65,125,SST,g aboveground plant biomass m-2,16,Y8,825.959,431.432,10,1257.375,243.865,6,0.5,darkgreen,1.007935675,T,-0.92234833
240,240,401,65,128,SST,g aboveground plant biomass m-2,14,Y2,45.585,41.909,7,69.359,35.692,4,0.857142857,darkgreen,1.001074198,T,0.743090064
210,210,388,65,125,SST,g aboveground plant biomass m-2,16,Y8,739.569,379.366,10,1051.758,207.585,6,0.5,darkgreen,1.00812647,T,-0.92234833
199,199,386,65,125,SST,g aboveground plant biomass m-2,16,Y1,431.416,131.921,20,612.094,216.769,6,0.9375,darkgreen,1.010542993,T,1.117813703
279,279,416,65,132,SST,g aboveground plant biomass m-2,32,Y1,134.308,115.43,20,189.627,140.135,4,0.96875,darkgreen,1.001190876,T,1.263539563
281,281,416,65,132,SST,g aboveground plant biomass m-2,32,Y4,135.792,88.495,16,189.627,140.135,4,0.875,darkgreen,1.001293913,T,0.826361984
259,259,408,65,130,SST,g aboveground plant biomass m-2,11,Y1,418.821,311.273,22,576.268,209.918,10,0.909090909,darkgreen,1.006884611,T,0.985335649
285,285,417,65,132,SST,g aboveground plant biomass m-2,32,Y4,637.255,280.234,16,868.088,191.757,4,0.875,darkgreen,1.011127082,T,0.826361984
268,268,412,65,131,SST,g aboveground plant biomass m-2,12,Y2,57.022,89.445,12,77.38,36.91,4,0.833333333,darkgreen,1.000644576,T,0.632060837
237,237,400,65,128,SST,g aboveground plant biomass m-2,14,Y4,310.7,319.887,9,418.637,183.809,4,0.714285714,darkgreen,1.001263871,T,0.076914705
278,278,414,65,131,SST,g aboveground plant biomass m-2,12,Y8,357.423,174.943,6,471.584,344.055,4,0.333333333,darkgreen,1.001195237,T,-1.699552916
290,290,418,65,132,SST,g aboveground plant biomass m-2,32,Y8,611.71,305.31,10,784.58,119.818,4,0.75,darkgreen,1.008700523,T,0.243458546
241,241,401,65,128,SST,g aboveground plant biomass m-2,14,Y4,55.514,48.849,9,69.359,35.692,4,0.714285714,darkgreen,1.001416429,T,0.076914705
249,249,405,65,129,SST,g aboveground plant biomass m-2,12,Y4,604.082,271.166,8,738.002,59.034,4,0.666666667,darkgreen,1.010047813,T,-0.145143744
253,253,406,65,129,SST,g aboveground plant biomass m-2,12,Y4,846.963,159.046,8,1031.775,90.651,4,0.666666667,darkgreen,1.043845771,T,-0.145143744
218,218,392,65,126,SST,g aboveground plant biomass m-2,18,Y8,196.954,70.089,8,232.709,143.417,8,0.555555556,darkgreen,1.00400544,T,-0.663280133
211,211,391,65,126,SST,g aboveground plant biomass m-2,18,Y1,206.49,165.56,14,243.363,114.722,8,0.944444444,darkgreen,1.003380664,T,1.150197226
202,202,386,65,125,SST,g aboveground plant biomass m-2,16,Y8,523.599,163.244,10,612.094,216.769,6,0.5,darkgreen,1.008735808,T,-0.92234833
265,265,409,65,130,SST,g aboveground plant biomass m-2,11,Y4,486.092,170.115,12,559.209,169.98,10,0.636363636,darkgreen,1.014002391,T,-0.286453672
212,212,391,65,126,SST,g aboveground plant biomass m-2,18,Y2,213.864,38.32,12,243.363,114.722,8,0.888888889,darkgreen,1.008786999,T,0.891129034
200,200,386,65,125,SST,g aboveground plant biomass m-2,16,Y2,538.348,82.78,14,612.094,216.769,6,0.875,darkgreen,1.01199306,T,0.826361984
269,269,412,65,131,SST,g aboveground plant biomass m-2,12,Y4,68.84,89.445,12,77.38,36.91,4,0.666666667,darkgreen,1.000993535,T,-0.145143744
219,219,395,65,127,SST,g aboveground plant biomass m-2,8,Y1,405.605,296.823,20,453.54,256.527,10,0.875,darkgreen,1.004347743,T,0.826361984
214,214,391,65,126,SST,g aboveground plant biomass m-2,18,Y8,221.239,93.864,8,243.363,114.722,8,0.555555556,darkgreen,1.005154019,T,-0.663280133
280,280,416,65,132,SST,g aboveground plant biomass m-2,32,Y2,179.293,82.779,14,189.627,140.135,4,0.9375,darkgreen,1.001422234,T,1.117813703
270,270,412,65,131,SST,g aboveground plant biomass m-2,12,Y8,73.265,45.228,6,77.38,36.91,4,0.333333333,darkgreen,1.001903854,T,-1.699552916
255,255,407,65,130,SST,g aboveground plant biomass m-2,11,Y1,374.573,138.362,22,395.577,139.955,10,0.909090909,darkgreen,1.014562177,T,0.985335649
261,261,408,65,130,SST,g aboveground plant biomass m-2,11,Y4,553.06,166.054,12,576.268,209.918,10,0.636363636,darkgreen,1.013074836,T,-0.286453672
201,201,386,65,125,SST,g aboveground plant biomass m-2,16,Y4,593.658,151.584,10,612.094,216.769,6,0.75,darkgreen,1.009805138,T,0.243458546
242,242,401,65,128,SST,g aboveground plant biomass m-2,14,Y8,67.44,54.894,4,69.359,35.692,4,0.428571429,darkgreen,1.000783593,T,-1.255436007
228,228,397,65,127,SST,g aboveground plant biomass m-2,8,Y2,1043.89,240.757,16,1065.524,168.359,10,0.75,darkgreen,1.047774481,T,0.243458546
254,254,406,65,129,SST,g aboveground plant biomass m-2,12,Y8,1013.763,64.13,8,1031.775,90.651,4,0.333333333,darkgreen,1.115038394,T,-1.699552916
213,213,391,65,126,SST,g aboveground plant biomass m-2,18,Y4,239.676,93.283,10,243.363,114.722,8,0.777777778,darkgreen,1.006109851,T,0.372992645
257,257,407,65,130,SST,g aboveground plant biomass m-2,11,Y4,390.834,114.929,12,395.577,139.955,10,0.636363636,darkgreen,1.013799265,T,-0.286453672
282,282,416,65,132,SST,g aboveground plant biomass m-2,32,Y8,188.143,93.311,10,189.627,140.135,4,0.75,darkgreen,1.001314701,T,0.243458546
215,215,392,65,126,SST,g aboveground plant biomass m-2,18,Y1,232.02,239.149,14,232.709,143.417,8,0.944444444,darkgreen,1.001847803,T,1.150197226
229,229,397,65,127,SST,g aboveground plant biomass m-2,8,Y3,1067.991,301.492,4,1065.524,168.359,10,0.625,darkgreen,1.012088411,T,-0.339444892
216,216,392,65,126,SST,g aboveground plant biomass m-2,18,Y2,241.118,178.248,12,232.709,143.417,8,0.888888889,darkgreen,1.002589757,T,0.891129034
226,226,396,65,127,SST,g aboveground plant biomass m-2,8,Y4,693.215,230.862,20,663.717,186.565,10,0.5,darkgreen,1.020439692,T,-0.92234833
230,230,397,65,127,SST,g aboveground plant biomass m-2,8,Y4,1119.594,153.314,20,1065.524,168.359,10,0.5,darkgreen,1.081276755,T,-0.92234833
244,244,404,65,129,SST,g aboveground plant biomass m-2,12,Y2,98.193,69.963,10,92.74,36.874,4,0.833333333,darkgreen,1.002680957,T,0.632060837
224,224,396,65,127,SST,g aboveground plant biomass m-2,8,Y2,704.277,191.74,16,663.717,186.565,10,0.75,darkgreen,1.021959575,T,0.243458546
264,264,409,65,130,SST,g aboveground plant biomass m-2,11,Y2,595.348,308.26,12,559.209,169.98,10,0.818181818,darkgreen,1.008457933,T,0.561405875
256,256,407,65,130,SST,g aboveground plant biomass m-2,11,Y2,430.63,89.382,12,395.577,139.955,10,0.818181818,darkgreen,1.016992727,T,0.561405875
217,217,392,65,126,SST,g aboveground plant biomass m-2,18,Y4,257.652,164.817,10,232.709,143.417,8,0.777777778,darkgreen,1.002747459,T,0.372992645
250,250,405,65,129,SST,g aboveground plant biomass m-2,12,Y8,844.517,93.891,8,738.002,59.034,4,0.333333333,darkgreen,1.08879733,T,-1.699552916
260,260,408,65,130,SST,g aboveground plant biomass m-2,11,Y2,673.987,268.242,12,576.268,209.918,10,0.818181818,darkgreen,1.010173711,T,0.561405875
258,258,407,65,130,SST,g aboveground plant biomass m-2,11,Y8,465.3,198.228,10,395.577,139.955,10,0.272727273,darkgreen,1.008722741,T,-1.982172762
266,266,409,65,130,SST,g aboveground plant biomass m-2,11,Y8,677.02,145.632,10,559.209,169.98,10,0.272727273,darkgreen,1.019807843,T,-1.982172762
245,245,404,65,129,SST,g aboveground plant biomass m-2,12,Y4,113.717,73.083,8,92.74,36.874,4,0.666666667,darkgreen,1.002651553,T,-0.145143744
262,262,408,65,130,SST,g aboveground plant biomass m-2,11,Y8,767.665,338.154,10,576.268,209.918,10,0.272727273,darkgreen,1.00816094,T,-1.982172762
222,222,395,65,127,SST,g aboveground plant biomass m-2,8,Y4,604.72,263.843,20,453.54,256.527,10,0.5,darkgreen,1.006332816,T,-0.92234833
221,221,395,65,127,SST,g aboveground plant biomass m-2,8,Y3,626.844,294.985,4,453.54,256.527,10,0.625,darkgreen,1.002785344,T,-0.339444892
225,225,396,65,127,SST,g aboveground plant biomass m-2,8,Y3,918.142,235.988,4,663.717,186.565,10,0.625,darkgreen,1.011064642,T,-0.339444892
220,220,395,65,127,SST,g aboveground plant biomass m-2,8,Y2,641.593,309.735,16,453.54,256.527,10,0.75,darkgreen,1.005599936,T,0.243458546
246,246,404,65,129,SST,g aboveground plant biomass m-2,12,Y8,136.578,62.602,8,92.74,36.874,4,0.333333333,darkgreen,1.003838534,T,-1.699552916
294,294,439,67,135,SST,g aboveground plant biomass m-2,32,Y12,193.75,64.303,4,257,50.365,4,0.625,darkgreen,1.007128404,T,-0.339444892
293,293,439,67,135,SST,g aboveground plant biomass m-2,32,Y5,225.5,35.237,4,257,50.365,4,0.84375,darkgreen,1.017438361,T,0.680636125
291,291,438,67,134,SST,g aboveground plant biomass m-2,32,Y5,196.5,34.083,4,205.667,21.939,3,0.84375,darkgreen,1.024372453,T,0.680636125
292,292,438,67,134,SST,g aboveground plant biomass m-2,32,Y12,214.667,93.618,3,205.667,21.939,3,0.625,darkgreen,1.003749329,T,-0.339444892
295,295,456,72,144,SST,g aboveground plant biomass m-2,10,Y1,496.462,293.849,10,765.385,216.727,20,0.9,darkgreen,1.006760066,T,0.942942672
296,296,456,72,144,SST,g aboveground plant biomass m-2,10,Y2,584,230.117,10,765.385,216.727,20,0.8,darkgreen,1.013936145,T,0.476619921
299,299,456,72,144,SST,g aboveground plant biomass m-2,10,Y5,631.692,255.901,10,765.385,216.727,20,0.5,darkgreen,1.013314015,T,-0.92234833
300,300,456,72,144,SST,g aboveground plant biomass m-2,10,Y6,690.769,166.871,10,765.385,216.727,20,0.4,darkgreen,1.028074202,T,-1.388671081
301,301,456,72,144,SST,g aboveground plant biomass m-2,10,Y7,709.538,89.03,10,765.385,216.727,20,0.3,darkgreen,1.049826314,T,-1.854993831
298,298,456,72,144,SST,g aboveground plant biomass m-2,10,Y4,714.308,217.467,10,765.385,216.727,20,0.6,darkgreen,1.020705392,T,-0.45602558
302,302,456,72,144,SST,g aboveground plant biomass m-2,10,Y8,720.154,192.169,10,765.385,216.727,20,0.2,darkgreen,1.024783941,T,-2.321316582
297,297,456,72,144,SST,g aboveground plant biomass m-2,10,Y3,736.308,383.365,10,765.385,216.727,20,0.7,darkgreen,1.008590241,T,0.010297171
303,303,456,72,144,SST,g aboveground plant biomass m-2,10,Y9,787.231,255.901,10,765.385,216.727,20,0.1,darkgreen,1.01882343,T,-2.787639332
340,340,465,73,145,SST,g aboveground plant biomass m-2,24,Y1,103.02,53.585,20,236.81,74.825,24,0.958333333,darkgreen,1.015436939,T,1.214964275
335,335,464,73,145,SST,g aboveground plant biomass m-2,24,Y2,105.998,67.948,20,231.331,98.905,24,0.916666667,darkgreen,1.009536338,T,1.020663132
346,346,466,73,145,SST,g aboveground plant biomass m-2,24,Y1,63.908,30.088,20,123.819,38.947,24,0.958333333,darkgreen,1.018026442,T,1.214964275
322,322,462,73,145,SST,g aboveground plant biomass m-2,24,Y1,104.094,84.718,20,196.825,92.566,24,0.958333333,darkgreen,1.006201163,T,1.214964275
328,328,463,73,145,SST,g aboveground plant biomass m-2,24,Y1,126.984,95.371,20,237.646,82.977,24,0.958333333,darkgreen,1.008003486,T,1.214964275
329,329,463,73,145,SST,g aboveground plant biomass m-2,24,Y2,129.979,77.801,20,237.646,82.977,24,0.916666667,darkgreen,1.011775909,T,1.020663132
334,334,464,73,145,SST,g aboveground plant biomass m-2,24,Y1,135.777,96.832,20,231.331,98.905,24,0.958333333,darkgreen,1.008063765,T,1.214964275
341,341,465,73,145,SST,g aboveground plant biomass m-2,24,Y2,139.581,96.434,20,236.81,74.825,24,0.916666667,darkgreen,1.009584964,T,1.020663132
347,347,466,73,145,SST,g aboveground plant biomass m-2,24,Y2,75.237,33.185,20,123.819,38.947,24,0.916666667,darkgreen,1.019832411,T,1.020663132
310,310,460,73,145,SST,g aboveground plant biomass m-2,24,Y1,102.243,78.734,20,165.967,78.827,24,0.958333333,darkgreen,1.006758675,T,1.214964275
305,305,459,73,145,SST,g aboveground plant biomass m-2,24,Y2,94.59,63.237,20,152.883,74.391,24,0.916666667,darkgreen,1.008283746,T,1.020663132
304,304,459,73,145,SST,g aboveground plant biomass m-2,24,Y1,95.951,72.702,20,152.883,74.391,24,0.958333333,darkgreen,1.006847863,T,1.214964275
332,332,463,73,145,SST,g aboveground plant biomass m-2,24,Y8,150.712,53.875,20,237.646,82.977,24,0.666666667,darkgreen,1.024037875,T,-0.145143744
336,336,464,73,145,SST,g aboveground plant biomass m-2,24,Y4,154.368,55.193,20,231.331,98.905,24,0.833333333,darkgreen,1.019603096,T,0.632060837
317,317,461,73,145,SST,g aboveground plant biomass m-2,24,Y2,115.403,81.929,20,168.742,103.038,24,0.916666667,darkgreen,1.006461103,T,1.020663132
307,307,459,73,145,SST,g aboveground plant biomass m-2,24,Y6,106.088,56.822,20,152.883,74.391,24,0.75,darkgreen,1.011163239,T,0.243458546
342,342,465,73,145,SST,g aboveground plant biomass m-2,24,Y4,165.373,76.033,20,236.81,74.825,24,0.833333333,darkgreen,1.01862287,T,0.632060837
308,308,459,73,145,SST,g aboveground plant biomass m-2,24,Y8,107.998,45.392,20,152.883,74.391,24,0.666666667,darkgreen,1.014579341,T,-0.145143744
326,326,462,73,145,SST,g aboveground plant biomass m-2,24,Y8,140.149,99.37,20,196.825,92.566,24,0.666666667,darkgreen,1.007741234,T,-0.145143744
316,316,461,73,145,SST,g aboveground plant biomass m-2,24,Y1,123.738,132.482,20,168.742,103.038,24,0.958333333,darkgreen,1.003424752,T,1.214964275
344,344,465,73,145,SST,g aboveground plant biomass m-2,24,Y8,174.998,74.513,20,236.81,74.825,24,0.666666667,darkgreen,1.020789664,T,-0.145143744
323,323,462,73,145,SST,g aboveground plant biomass m-2,24,Y2,145.7,76.774,20,196.825,92.566,24,0.916666667,darkgreen,1.011720538,T,1.020663132
330,330,463,73,145,SST,g aboveground plant biomass m-2,24,Y4,177.156,82.227,20,237.646,82.977,24,0.833333333,darkgreen,1.017274068,T,0.632060837
309,309,459,73,145,SST,g aboveground plant biomass m-2,24,Y12,114.348,42.751,23,152.883,74.391,24,0.5,darkgreen,1.017172984,T,-0.92234833
314,314,460,73,145,SST,g aboveground plant biomass m-2,24,Y8,127.635,51.089,20,165.967,78.827,24,0.666666667,darkgreen,1.015689328,T,-0.145143744
331,331,463,73,145,SST,g aboveground plant biomass m-2,24,Y6,183.048,88.97,20,237.646,82.977,24,0.75,darkgreen,1.016183921,T,0.243458546
348,348,466,73,145,SST,g aboveground plant biomass m-2,24,Y4,96.444,31.594,20,123.819,38.947,24,0.833333333,darkgreen,1.029145056,T,0.632060837
315,315,460,73,145,SST,g aboveground plant biomass m-2,24,Y12,129.378,79.038,23,165.967,78.827,24,0.5,darkgreen,1.010522633,T,-0.92234833
349,349,466,73,145,SST,g aboveground plant biomass m-2,24,Y6,96.572,42.713,20,123.819,38.947,24,0.75,darkgreen,1.019753966,T,0.243458546
337,337,464,73,145,SST,g aboveground plant biomass m-2,24,Y6,181.093,96.055,20,231.331,98.905,24,0.75,darkgreen,1.01251318,T,0.243458546
338,338,464,73,145,SST,g aboveground plant biomass m-2,24,Y8,186.74,105.208,20,231.331,98.905,24,0.666666667,darkgreen,1.011519618,T,-0.145143744
327,327,462,73,145,SST,g aboveground plant biomass m-2,24,Y12,161.789,75.792,23,196.825,92.566,24,0.5,darkgreen,1.014531934,T,-0.92234833
343,343,465,73,145,SST,g aboveground plant biomass m-2,24,Y6,200.426,104.25,20,236.81,74.825,24,0.75,darkgreen,1.015436921,T,0.243458546
345,345,465,73,145,SST,g aboveground plant biomass m-2,24,Y12,204.298,94.648,23,236.81,74.825,24,0.5,darkgreen,1.020370065,T,-0.92234833
324,324,462,73,145,SST,g aboveground plant biomass m-2,24,Y4,170.127,120.652,20,196.825,92.566,24,0.833333333,darkgreen,1.007738593,T,0.632060837
339,339,464,73,145,SST,g aboveground plant biomass m-2,24,Y12,200.136,88.374,23,231.331,98.905,24,0.5,darkgreen,1.01700729,T,-0.92234833
333,333,463,73,145,SST,g aboveground plant biomass m-2,24,Y12,213.289,113.349,23,237.646,82.977,24,0.5,darkgreen,1.015736946,T,-0.92234833
306,306,459,73,145,SST,g aboveground plant biomass m-2,24,Y4,138.015,118.713,20,152.883,74.391,24,0.833333333,darkgreen,1.005561316,T,0.632060837
320,320,461,73,145,SST,g aboveground plant biomass m-2,24,Y8,153.785,95.043,20,168.742,103.038,24,0.666666667,darkgreen,1.007674807,T,-0.145143744
321,321,461,73,145,SST,g aboveground plant biomass m-2,24,Y12,154.83,82.373,23,168.742,103.038,24,0.5,darkgreen,1.009650926,T,-0.92234833
325,325,462,73,145,SST,g aboveground plant biomass m-2,24,Y6,181.907,77.755,20,196.825,92.566,24,0.75,darkgreen,1.01486303,T,0.243458546
351,351,466,73,145,SST,g aboveground plant biomass m-2,24,Y12,116.345,38.846,23,123.819,38.947,24,0.5,darkgreen,1.030855407,T,-0.92234833
311,311,460,73,145,SST,g aboveground plant biomass m-2,24,Y2,156.048,107.898,20,165.967,78.827,24,0.916666667,darkgreen,1.007998305,T,1.020663132
312,312,460,73,145,SST,g aboveground plant biomass m-2,24,Y4,162.235,127.122,20,165.967,78.827,24,0.833333333,darkgreen,1.006570759,T,0.632060837
350,350,466,73,145,SST,g aboveground plant biomass m-2,24,Y8,121.312,61.364,20,123.819,38.947,24,0.666666667,darkgreen,1.016160193,T,-0.145143744
313,313,460,73,145,SST,g aboveground plant biomass m-2,24,Y6,171,132.809,20,165.967,78.827,24,0.75,darkgreen,1.006666058,T,0.243458546
318,318,461,73,145,SST,g aboveground plant biomass m-2,24,Y4,176.125,123.949,20,168.742,103.038,24,0.833333333,darkgreen,1.006535792,T,0.632060837
319,319,461,73,145,SST,g aboveground plant biomass m-2,24,Y6,179.923,125.754,20,168.742,103.038,24,0.75,darkgreen,1.006594733,T,0.243458546
388,388,485,74,146,SST,g aboveground plant biomass m-2,16,Y1,97.229,76.16,35,345.896,90.699,35,0.9375,darkgreen,1.013965959,T,1.117813703
384,384,484,74,146,SST,g aboveground plant biomass m-2,16,Y1,114.305,70.88,35,363.204,71.988,35,0.9375,darkgreen,1.022745518,T,1.117813703
368,368,480,74,146,SST,g aboveground plant biomass m-2,16,Y1,117.516,72.422,35,325.168,113.578,35,0.9375,darkgreen,1.019143871,T,1.117813703
376,376,482,74,146,SST,g aboveground plant biomass m-2,16,Y1,145.018,71.346,35,383.929,117.955,35,0.9375,darkgreen,1.028762955,T,1.117813703
364,364,479,74,146,SST,g aboveground plant biomass m-2,16,Y1,112.143,65.956,35,285.878,119.835,35,0.9375,darkgreen,1.018399955,T,1.117813703
380,380,483,74,146,SST,g aboveground plant biomass m-2,16,Y1,154.34,128.201,35,386.489,135.161,35,0.9375,darkgreen,1.011663538,T,1.117813703
